번호,label,text,category
787,spam,(광고)SBI저축은행 달리기고객님 최대8천만원을 4~19%에 진행가능하십니다 무료수신거부 0802761202,sns 스팸
788,spam,"(광고)맑고푸른 하늘만큼 희망차게 시작하는 하루 더욱 건강하고 행복만 가득하시길 바랍니다. 최근 민생경제가 힘들어진 시기에 서민금융과 정부 협약하에 모든 고객 동일 조건하에 진행되는  서민대출상품 (안심전환)을 안내드립니다.본 상품은 중도상환,담보(보증) 없이 최소한의 기준만으로   올상반년에 마지막으로 생계자금과 대환자금을 제일높은 승인률과 가장낮은금리로  이용하실수있는 6월의 시원한 특별혜택 !!!!   본 상품은 무담보.무보증을 원칙으로  간소화된 절차를 통해   더 간편하게 이용 하실수 있으니  자세한상담 받아보시기 바랍니다.  상품소개  - 기간: 1년부터 10년까지 - 연금리: 최저 연2.71 ~ 6.15% - 한도: 최대 8900만원 - 상환방식: 매월 원리금균등분할 상환, 만기일시상환. 자유상환방식 - 수수료: 취급 및 중도상환 수수료 없음. 생계및대환(마이너스)발급  신청조건  - 신용등급 무관 - 비정규직,무직자,정규직,사업자,자영업(소득관계 없음) - 카드론 또는 현금서비스사용자 - 소득 대비 과다기(대*출)금 이용자 - 만20세 이상 내국인 - 당사이용고객아니여도 신규고객으로 진행 (신.불.자 이시면 진행불가합니다.)  [ 당일 진행절차 ]   ※상담 > 한도 및 금리 확인 > 서류 확인 > 심사 > 당일수령   -상담접수-  - 본 문자수신번호로 전화 하셔서 1번을 누르시면 신청완료 -상담가능시간: 오전9시~오후6시 ※지점에 따라 신청하신 번호와 상담사의 번호가 상이할수 있습니다. ※본상품은 정부정책지원으로 서민금융과 함께 진행이되며  6월30일까지 진행마감하는 한정상품입니다.  ※정보통신망 이용촉진 및 정보보호 제50조 3항에 의거 광고수신 동의 후 발송 하였으며,  본광고를 원치 않을시 아래 수신거부 번호로 신청해주시기 바랍니다. 무료수신거부0808885086",sns 스팸
789,spam,"(광고)서민 금융상품 지원자금안내 따뜻한 마음으로 동행하는길엔 나눔이 있고 행복이 있습니다. 오늘도 모든일이 순조로운 기분좋은 하루가 되세요! 올해 상반년에 마지막으로 제일높은 승인률 및 가장낮은금리로 받아보실수있는  정부지원정책(안심전환)을 안내드립니다. 본 상품은 무담보.무보증을 원칙으로  간소화된 절차를 통해   더 간편하게 이용 하실수 있으니  자세한상담 받아보시기 바랍니다.  상품소개 - 기간: 1년부터 10년까지 - 연금리: 최저 연2.33 ~ 6.35% - 한도: 최대 9600만원 - 상환방식: 매월 원리금균등분할 상환, 만기일시상환. 자유상환방식 - 수수료: 취급 및 중도상환 수수료 없음. 생계및대환(마이너스)발급  신청조건 - 신용등급 무관 - 비정규직,무직자,정규직,사업자,자영업(소득관계 없음) - 카드론 또는 현금서비스사용자 - 소득 대비 과다기(대*출)금 이용자 - 만20세 이상 내국인 - 당사이용고객아니여도 신규고객으로 진행 (신.불.자 이시면 진행불가합니다.)  [ 당일 진행절차 ]   ※상담 > 한도 및 금리 확인 > 서류 확인 > 심사 > 당일수령   -상담접수-  - 본 문자수신번호로 전화 하셔서 1번을 누르시면 신청완료 -상담가능시간: 오전9시~오후6시 ※지점에 따라 신청하신 번호와 상담사의 번호가 상이할수 있습니다. ※본상품은 정부정책지원으로 서민금융과 함께 진행이되며  6월30일까지 진행마감하는 한정상품입니다.  ※정보통신망 이용촉진 및 정보보호 제50조 3항에 의거 광고수신 동의 후 발송 하였으며,  본광고를 원치 않을시 아래 수신거부 번호로 신청해주시기 바랍니다. 무료수신거부0808885086",sns 스팸
790,spam,"(광고) KB국민은행 여신영업지원부 (☎02-6052-1830) 항상 KB국민은행을 이용해주신 고객님께 진심으로 감사드리며, 미리 허락없이 상품광고 메세지를 보내드린점 양해말씀 드립니다.  《상품설명》 ▶국민의 평생금융 파트너 KB국민은행 여신영업지원부(본점영업부)에서 최초 약정금액 이내에서 자유로운 한도조절이 가능한 마이너스 상품 출시기념으로 2020년 하반기 정부지원상품으로 개편되어 안내드립니다. SGI서울보증보험 & 국민행복기금을 통한 신용보증서 발행 대상자분들께 신규상품(2020년 11월 프로모션마감)으로 판매하는 정부지원 특례보증 상품으로 기존에 사용중이신 고금리 대출건을 저금리로 통합적으로 대환을 해드리는 채권통합 대환자금 및 여유자금(마이너스상품)으로 이용하실 수 있습니다.  《여신대상》 ▶직장인,사업자,프리랜서,기타소득확인자(국민은행 거래실적 무관)  《여신한도》 ▶500만원~1억원(최고1억원)  《여신금리》 ▶연3.2%~연6.9%(신용에따라 차등적용)  《여신기간》 ▶최대10년(1년단위 자동연장)  《상환방식》 ▶종 합 통 장 대 출(마이너스 방식)  《자금용도》 ▶고금리대환 및 여유자금(생활안정자금)  《상품혜택》 ▶2020년 11월 프로모션 기간으로 보증보험료 전액면제(연장시에도 적용됨) 금리할인혜택,중도상환수수료,취급수수료 등.일체 부과비용 없음  《신청절차》 ▶유선상담-한도.금리확인-비대면간편접수-승인심사-지점방문(방문수령)  《기타사항》 ▶당행 신용등급(단,KB골드스타 이상)우대금리 적용  《상담시간》 ▶오전10:00~오후06:00  《기타사항》 ▶자세한 상담 및 신청 접수는 (고객접수센터)☎02-6052-1830로 연락 부탁드립니다.  ※신청인이 연체 및 신용관리대상자(채무불이행,신용회복,개인회생,파산면책)이거나 은행의 신용평가 결과 신용등급이 낮은 고객일 경우 대출취급이 제한될 수 있습니다. ※전화상(한도 및 금리)확인은 신용등급에는 전혀 영향을 끼치지 않습니다. ※본 담당자는 KB국민은행의 계약금융법인(주)케이스타모기지 소속으로 여신상품을 판매할수있는 상담원으로 여신금융협회에서 확인이 가능합니다. ※[준법감시인 심의필 제2019-2079-2호, 2019.12.27]  [KB국민은행 여신영업지원부]  접수담당자:최진석  대리(전국은행연합회등록번호:04-06-002) (접수센터) 02-6052-1830 (담당직통) 010-6752-3423 무료수신거부0808535882",sns 스팸
791,spam,"(광고) 【KB국민은행】여신영업지원팀(02-6404-0206) 유난히 고단했던 2020년!! 국민의 평생금융 파트너 KB국민은행 계약법인 케이스타모기지에서 일과가 많이 바쁘신 고객분들께 영업점 방문 이전에 대출 가능여부를 먼저 안내 받아보실 수 있도록 비대면 대출상담 및 간편접수 서비스를 제공하고 있습니다. 잠깐의 여유시간을 내어 읽어 주신다면 도움이 되실꺼라 생각되어 저금리 추가자금 및 고금리 대환자금이 필요한 고객님을 위한 안내장을 보내드립니다. KB국민은행에서 쉽고 빠르게 드리는 금융상품 서비스를 이용하세요.  ■상품 KB내맘대로 마이너스대출 & KB국민행복신용대출 [준법감시인 심의필 제2019-2079-2호, 2019.12.27]  ■대상 만23세 이상~ 직장인/개인사업자/기타소득확인자  ■한도 500만원 ~ 최대 1억원까지 (직군,소득대비 80%~최대200%까지)  ■금리 최저 연3.3%~6.9% (기준금리+가산금리)  ■기타 보증보험료 전액면제혜택(9월 프로모션마감) 취급수수료 및 기타수수료 일체없음  =KB국민은행의 포인트= 1] 조회기록 없이 가상조회로 한도,금리를 한번에 알 수 있습니다. 2] 카드론,캐피탈,저축은행등을 1금융권 국민은행으로 대환할 수 있습니다. 3] 타 시중은행보다 높은 한도를 자부합니다. 4] 주거래 은행이 아니라도 상관없이 진행 가능합니다.  =채무통합의 핵심포인트= 1] 기존 이자금액 최대 85% 감소 시켜드립니다. 2] 흩어져있는 부채를 1~3건으로 줄여 관리하기 편하게 만들어 드립니다. 3] 신용도를 최대등급 1등급까지 상승시켜 드립니다. 4] 대환을 하시고도 여유자금을 따로 마련해드립니다.  ■신청방법 접수센터 및 담당자 카톡예약(상담가능시간,성함) 또는 전화주시면 상담 가능합니다. ============================================= KB국민은행 여신영업지원팀 담당자:최진석 대리(전국은행연합회등록번호04-06-002) 접수센터: 02-6404-0206 영업부서: 010-4380-6684 카톡상담: shworld0808(24시간)  무료수신거부0808535882",sns 스팸
792,spam,"(광고) KB국민은행 여신영업지원부(02-6052-1830) 항상 KB국민은행을 이용해주신 고객님께 진심으로 감사드리며, 미리 허락없이 상품광고 메세지를 보내드린점 양해말씀 드립니다.  《상품설명》 ▶국민의 평생금융 파트너 KB국민은행 여신영업지원부(본점영업부)에서 최초 약정금액 이내에서 자유로운 한도조절이 가능한 마이너스 상품 출시기념으로 2020년 하반기 정부지원상품으로 개편되어 안내드립니다. SGI서울보증보험 & 국민행복기금을 통한 신용보증서 발행 대상자분들께 신규상품(2020년 11월 프로모션마감)으로 판매하는 정부지원 특례보증 상품으로 기존에 사용중이신 고금리 대출건을 저금리로 통합적으로 대환을 해드리는 채권통합 대환자금 및 여유자금(마이너스상품)으로 이용하실 수 있습니다.  《여신대상》 ▶직장인,사업자,프리랜서,기타소득확인자(국민은행 거래실적 무관)  《여신한도》 ▶500만원~1억원(최고1억원)  《여신금리》 ▶연3.2%~연6.9%(신용에따라 차등적용)  《여신기간》 ▶최대10년(1년단위 자동연장)  《상환방식》 ▶종 합 통 장 대 출(마이너스 방식)  《자금용도》 ▶고금리대환 및 여유자금(생활안정자금)  《상품혜택》 ▶2020년 11월 프로모션 기간으로 보증보험료 전액면제(연장시에도 적용됨) 금리할인혜택,중도상환수수료,취급수수료 등.일체 부과비용 없음  《신청절차》 ▶유선상담-한도.금리확인-비대면간편접수-승인심사-지점방문(방문수령)  《기타사항》 ▶당행 신용등급(단,KB골드스타 이상)우대금리 적용  《상담시간》 ▶오전10:00~오후06:00  《기타사항》 ▶자세한 상담 및 신청 접수는 (고객접수센터)☎02-6052-1830로 연락 부탁드립니다.  ※신청인이 연체 및 신용관리대상자(채무불이행,신용회복,개인회생,파산면책)이거나 은행의 신용평가 결과 신용등급이 낮은 고객일 경우 대출취급이 제한될 수 있습니다. ※전화상(한도 및 금리)확인은 신용등급에는 전혀 영향을 끼치지 않습니다. ※본 담당자는 KB국민은행의 계약금융법인(주)케이스타모기지 소속으로 여신상품을 판매할수있는 상담원으로 여신금융협회에서 확인이 가능합니다. ※[준법감시인 심의필 제2019-2079-2호, 2019.12.27]  [KB국민은행 여신영업지원부] 접수담당자:이유진 대리(전국은행연합회등록번호:04-06-002) (접수센터) 02-6052-1830 (담당직통) 010-2198-3679 무료수신거부0808535882 ",sns 스팸
793,spam,"(광고)안녕하세요 나무마다 초록잎이 더욱 짙어지는 6월 입니다.   더워지기 시작하는 날씨에 건강 항상 조심하시고, 항상 사랑과 행복이 가득하시길 바랍니다.  쉽고 간단한 전화상담만으로 최대1억5000만원까지,금리는 국내최저금리로!  특별지원혜택을 통하여 無담보 無보증으로 신청가능한 상품입니다. 아래 내용을 읽어보신 후, 고민없이 문의주세요!  [상품내용]  1.소득이 있으신 직장인,프리랜서 그리고 사업체(개인,법인) 운영 중인 분들  2.한도는 최소 800에서 1억까지 가능 3.금리는 국내 최저금리 2.5~7.8%까지 4.자유로운 상환방식 (원리금균등) 5.최근에 타사 상품 거절되셨으셔도 저희는 가능 6.상품진행시에 발생하는 비용 절대로 없음  [접수기간] 2020년 06월 26일 마감 ( 신청자가 많으니 빠른신청 바랍니다.)  [접수방법] - 본 문자수신번호로 전화 하셔서 1번 누르시면 접수완료 (동일시간대 접수자가 많을경우 연결이 지연될수 있습니다.) ( 대출상담시간: 오전 9시~오후 6시 )   **수신을 희망하지 않으실 경우에는 아래 번호로 전화주시면 등록해드리도록 하겠습니다. 무료거부0803454567",sns 스팸
794,spam,"(광고) 안녕하세요 나무마다 초록잎이 더욱 짙어지는 6월 입니다.   더워지기 시작하는 날씨에 건강 항상 조심하시고, 항상 사랑과 행복이 가득하시길 바랍니다.  쉽고 간단한 전화상담만으로 최대1억5000만원까지,금리는 국내최저금리로!  특별지원혜택을 통하여 無담보 無보증으로 신청가능한 상품입니다. 아래 내용을 읽어보신 후, 고민없이 문의주세요!  [상품내용]  1.소득이 있으신 직장인,프리랜서 그리고 사업체(개인,법인) 운영 중인 분들  2.한도는 최소 800에서 1억까지 가능 3.금리는 국내 최저금리 2.5~7.8%까지 4.자유로운 상환방식 (원리금균등) 5.최근에 타사 상품 거절되셨으셔도 저희는 가능 6.상품진행시에 발생하는 비용 절대로 없음  [접수기간] 2020년 06월 26일 마감 ( 신청자가 많으니 빠른신청 바랍니다.)  [접수방법] - 본 문자수신번호로 전화 하셔서 1번 누르시면 접수완료 (동일시간대 접수자가 많을경우 연결이 지연될수 있습니다.) ( 대출상담시간: 오전 9시~오후 6시 )   **수신을 희망하지 않으실 경우에는 아래 번호로 전화주시면 등록해드리도록 하겠습니다. 무료거부0803454567",sns 스팸
795,spam,"(광고)오늘 하루  최고로  좋은조건으로 누구나 신청가능한 상품입니다.  아래 내용을 읽어보신 후, 많은 문의 바랍니다.  1. 직장인,사업체,프리,주부  2. 최저 800 ~ 최고 1억 까지 3. 최저 2%~8% [개인에 따라 적용] 4. 상품진행시 별도 발생하는 비용 없음 5. 자유로운 여러가지 상황방식 6. 최근에 타사 상품 거절되셨어도 가능  [신청기간] 7월 31일까지 마감예정 ※ 신청자가 많으니 빠른신청 바랍니다. -      02-6406-0944 -       ※ 신청자가 많으니 빠른신청 바랍니다.  [신청방법] - 본 문자수신번호로 전화 하셔서 1번 누르시면 신청완료 (동일시간대에 접수자가 많을시에는 상담이 지연될수 있습니다. 통화연결이 안된 경우에는 안내멘트에 따라 연락처를 남겨주시면 친절한 여신전문상담원이 연락드리겠습니다.)  **수신을 희망하지 않으실 경우에는 아래 번호로 전화주시면 등록해드리도록 하겠습니다. 무료거부 0803454567",sns 스팸
796,spam,"(광고) 안녕하세요 나무마다 초록잎이 더더욱 짙어지는 6월 입니다.   무더위 날씨에 건강 항상 조심하시고, 항상 웃음과 행복이 가득하시길 바랍니다.  쉽고 간단한 전화상담만으로 최대1억5000만원까지,금리는 국내최저금리로!  특별지원혜택을 통하여 無담보 無보증으로 신청가능한 상품입니다. 아래 내용을 읽어보신 후, 고민없이 문의주세요!  [상품내용]  1.소득이 있으신 직장인,프리랜서 그리고 사업체(개인,법인) 운영 중인 분들  2.한도는 최소 800에서 1억까지 가능 3.금리는 국내 최저금리 2.3~7.8%까지 4.자유로운 상환방식 (원리금균등) 5.최근에 타사 상품 거절되셨으셔도 저희는 가능 6.상품진행시에 발생하는 비용 절대로 없음  [접수기간] 2020년 06월 26일 마감 ( 신청자가 많으니 빠른신청 바랍니다.)  [접수방법] - 본  문자수신번호로 전화 하셔서 1번 누르시면 접수완료 (동일시간대 접수자가 많을경우 연결이 지연될수 있습니다.) ( 대출상담시간: 오전 9시~오후 6시 )   **수신을 희망하지 않으실 경우에는 아래 번호로 전화주시면 등록해드리도록 하겠습니다. 무료거부 0803501720",sns 스팸
797,spam,"(광고) 『KB.금융』과 함께하는  앞서가는 미래경제""    복잡한 절차를 정부의 제도개편을 통해 간소화함으로 빠른 진행이 가능한 대환대출이며 추가자금 승인도 가능한 상품입니다.  【상품 요약】  -한도- *대환 : ~ 1억원 *추가 : 5백만원  ~  2천 5백만원 *금 리 :연 2.45% ~ 6.65% *대출기간 : 3년  ~ 8년                원(리)금 균등상환, 만기일시  -대상자- *만20세이상  *4대보험 가입여부 X(휴직이나 현금소득자)  *당사 심사기준에 적합하신 고객 **최근 타 금융사에서 부결 대상자도 신청 가능  ※신용불량이시거나 이미 연체관리가 안되신 고객님은 진행이 어려우십니다.   『신청 안내』 ☏02-6349-0426 접수상담시간 :평일 09:30 ~ 18:00 ARS접수로 신청이  가능하며 음성안내에 따라  연락처를 남기시면 상담사와 연결되십니다.  ※본 상품은 승인 이전 모든과정에서의 조회는 신용등급에 반영되지 않습니다.  무료거부0808887886",sns 스팸
798,spam,"(광고) 『KBstar.금융』이 온 국민의 경제적 안정에  디딤돌이 되겠습니다.""  가정과 개인의 안정적인 생계와 경제적 기반을위해 정부가 추가지원으로 신청이 가능한 대환상품 안내 해드립니다.     ［상품내용］  -한도- *대환 : 2천만원  ~  1억 5천만원 *추가 : 5백만원  ~  2천 5백만원 *금 리 :연 2.65% ~ 5.75% *대출기간 : 10년만기 원금 자유상환  -대상자- *만19세이상 직업무관 *실직 또는 휴직자 및 4대보험 미가입자 *미소득증빙 대상  (※이미 신용불량이시거나 연체정보가 많으신분은 진행이 어려우십니다)  ｛신청 접수｝ ☏02-6349-0426 접수상담시간 :평일 09:30 ~ 18:00 상담자가 많으니 ARS접수 순서에 따라 상담사가 조속히 연락 드리겠습니다.  ※본 상품은 심사과정의 단순한 조회만으로는 고객님의 신용등급에 영향을 미치지 않습니다  무료수신거부 0808506545 ",sns 스팸
799,spam,"(광고) ""국민이 먼저라 생각하며  금융을 넘어 미래를 만듭니다.""  각종 채무에 어려움을 겪는 고객님을 위해 정부가 지원하는 대환상품 출시하여 안내드립니다.   『상품소개』 -장점- -개인신용등급 상승이 가능합니다 -한 두건으로 채무를 줄여 납입관리에 수월합니다 -정부지원의 낮은 금리로 금전적 부담이 줄어 듭니다 -줄어드는 이자부담만큼 추가 생계자금 신청하세요  -내용- *통합대환: 최대 1억원 *추가 생계자금: 최대 3천만원  *금리: 연 2.8% ~ 5.42% *상환: 5년 ~ 10년 원리금 균등상환  -조건- *만21세 이상 직업군 관련없이 누구나  *4대보험 미가입자 가능 *미소득증빙 대상 가능 *신용등급 기준 무관   (※신불자, 연체기록보유자,신복위진행자는 제외됩니다) *경제적 재난으로 정부가 지원하는 자금으로 운용되어 높은 승인률에 있습니다  『신청접수』 ☏02-6080-2783 간단한 조회로도 승인여부 심사가 가능하오니 ARS음성안내에 따라 신청접수가 가능합니다  -상담접수시간- 월~금 09:30 ~ 18:00 ※정보조회는 신용정보에 반영 되지 않습니다. 무료수신거부0800074632",sns 스팸
800,spam,"(광고) 【케이비저축】 이 온국민의 사랑으로  버금가는 금융으로 다가갑니다. ""  시기적 어려움에 경제적으로  순탄치 않는 고객님들께 정부지원  자금으로 쉽고 빠르게 대출 승인이  가능하십니다.  (상품 요약) -한도내용- *한도 : 1천만원 ~ 1억원 *금리 : 연3.64% ~ 7.43% *기간 : 3년 ~ 10년  *상환 :원(리)금 균등상환 및      원금만기시일시상환(자유납입)  -자격- *20세이상 내국인 모두 *직업여부 상관없음(4대보험X) *현금 기타소득자(소득증빙X) *당사 미거래 고객이셔도 가능  ※신용불량자 파산  ※개인회생 진행자 제외   (신청접수)  02-6494-0768 ARS접수 후 상담원 연결 ※문의량이 많아 연결이 지연 될 수 있습니다.  무료거부 0808504600 ",sns 스팸
801,spam,"(광고) ""【KBstar 금융】이 온국민을 응원합니다."" 안녕하세요. 고객님   국민의 안정을 우선으로한 정부 긴급지원상품으로  [국민지원센터]에서 간편한 신청접수와 간단한 심사로  정부자금의 긴급지원을 접수부터 결과까지 당일 진행 가능 합니다.  -요 약 -  시기적으로 원활한 소득수급이 어려운 고객 불가피한 상황으로 목돈이 필요한 고객 필요했던 자금융통에 어려움을 겪으시는 고객  -한도 :  ~ 최대 8천만원 -금리 :  연 3.67% ~ 7.42% -대출기간 : 5년 만기 -상환방식 : 원리금균등상환 및 원금만기시일시상환  -자격조건 *만 20세 이상 누구나 직업 무관 *신용등급 무관 *소득확인 없이 가능 ※단, 연체자 신불자 불가  (신청접수)  02-6349-0426 접수: 평일 09:30 ~ 18:00  간단한 조회로도 승인여부 심사가 가능하오니 ARS음성안내에 따라 신청접수가 가능합니다  무료거부0808887886 ",sns 스팸
802,spam,"(광고) 저희 「SOL캐피탈」에서 재난극복 일원으로 정부의 긴급예산으로 결합하여  6월 한정 대출상품을 출시하여 안내드립니다.   -요 약 -  특수한 상황에 소득수급이 불안정한 고객과 매출부진으로 경영이 어려운 자영업 고객님들을 대상으로 합니다.  *한도 :  ~ 최대 1억원 *금리 :  연 3.65% ~ 6.25% *대출기간 : 5년 만기 *상환방식 : 원(리)금 균등상환  -자격조건- *만 20세 이상의 내국인이면 누구나 *특수한 긴급자금형태로 4대보험 가입여부나  소득증빙 가능여부는 따로 심사하지 않습니다.  ※단, 연체자 신불자는 신청 불가  -신 청- ARS접수 ☎1811-6957 접수: 평일 09:30 ~ 18:00  무료거부 0808817403",sns 스팸
803,spam,"(광고)""당사 〈SH.capital〉와 단풍잎 이 붉게 변하는 가을 소중한 여러분 과 함께 하겠습니다.""  당사를 믿고 이용해주신 여러분께 깊은 감사말씀 드립니다.  당행은 다른 금융권 가계대출의  원리금 상환 부담을 줄이기 위해  정부의 예산 지원으로 일정한 기간  신청이 가능한 대환대출 상품 안내 해 드립니다.  [ 상품요약 ] -한도 : 2천만원 ~ 최대 1억원 -금리 : 연 3.4% ~ 7.9% -기간 : 3년 ~ 5년  (최대 120개월까지 연장가능) -상환방법 : 원리금균등,자유상환  *만 19세 이상 내국인 기준 *4대보험가입 또는 미가입자 *직장인,사업자,프리랜서,일용직,주부 *기대출 보유자 *신용 1~8등급 대상자  〔이용 방법〕 ☎02-3297-3791 1번 대출 상담      *평일 오전9시~오후6시 *마감: 예산소지시 종료  신청자가 많으니 빠른 신청을 통해 안내 받으시기 바랍니다.  무료거부0808553877 ",sns 스팸
804,spam,(광고) 안녕하세요. 저희『신한.S캐피탈』에서 6월한정 민생안정을 위해 정부와 통합운영 으로 저금리 대출상품을 일시적 으로 제공해 드립니다.    『상품 요약』 정부의 금융지원으로  30일간 상환유예 혜택!   -한도내용- *한도 : 2천 ~ 8천만원 *금리 : 연3.14% ~ 7.54% *기간 : 3년 5년 7년  *상환 :원(리)금 균등상환 및      원금만기시일시상환(자유납입)   -자격- *20세이상 내국인 모두 *당사 미거래 고객이셔도 가능 *현금 기타소득자(소득증빙X) *직업여부 상관없음(4대보험X)  *일시적 대안 상품으로 심사기준 완화(신불자 연체자 제외)   『신청접수』 ARS접수☎ 18997702  ※문의량이 많아 연결이 지연 될수 있습니다.  무료거부0808504600,sns 스팸
805,spam,"(광고)유앤미글로벌  처음해보시는 종목이여도   괜찮습니다.  어느 누가 태어나서 부터 투  자를 알고 종목을 알아서    진행 하겠습니까?  수익률 300% ,피드백   개인관리 OK  망설이지마세요.  지금의 선택이 남은 인생을   바꿉니다.  누구나 가능한 재테크   전문가 상담 무료  www.ynmglobal6.com  홈페이지 문의  카톡상담문의  담당자 : 권혁수  상담시간 : 09:00~18:00  kakao ID : jocoin77  무료수신거부 080-880-7463",sns 스팸
806,spam,(광고)유앤미글로벌  장소 제한 없이 어디서나 가능!  투자법에 대해 모르셔도 OK!  처음해보시는 종목이여도 OK!  카톡상담문의  담당자 : 권혁수  상담시간 : 09:00~18:00  kakao ID : jocoin77  수익률 300% 피드백 개인관리 OK!  망설이지 마시고 도전하세요.  누구나 쉽게 가능한 재테크   전문가 상담 무료   www.ynmglobal6.com  홈페이지 문의  카톡상담문의  담당자 : 권혁수  상담시간 : 09:00~18:00  kakao ID : jocoin77  무료수신거부 080-880-7463 ,sns 스팸
807,spam,"(광고) ""【국민】에서는 온국민이  행복한 금융을 만듭니다. ""  [상품 개요] 정부의 규제 조정을 기반으로  간편한 절차로 저렴한 금리로 대 환은 물론 추가로 한도 신청까지  진행이 가능한 금융상품입니다.  [상품] *한도 최대 1억원  *금리 연2.75% ~ 6.4% *기간 최대 10년 만기  *납입은 자유롭게 만기내 자유상환  채무 조정시 초기 60일 무이자  -대상- 만20세 이상의 사업자 및  개인의 소득여부에 관계없이  기존 채무의 상환조건에 개선이 필요한 고객  ※신불자 또는 신복위 제외 대상입니다.  [신청 안내] 7월 31일 마감 ☎1899-6179 09:00 ~ 18:00  ARS방식으로 접수진행되며 자세한 내용은 상담원에게 문의 해주시기 바랍니다.  무료거부0808817403 ",sns 스팸
808,spam,"(광고) 고객님에 평안을 기원하며  활기찬 새시대를 여는 ""kb국민""이 되겠습니다.  경제관련 현 시점에 정부의 예산지원과 함께 저희 국민에서 고객의 부담을 줄이기 위한 채무관리와 절감된 금리부담으로  추가 자금을 계획할 수 있는 통합대환상품을 출시하여 안내 드립니다.  - 상품안내 - -한도 : 3천만원 ~ 1억원 -금리 : 연 2.42% ~ 6.25% -기간 : 기본 2년 ~ 5년 (최대10년까지 연장) -상환방법 : 원금자율상환 ,원리금균등상환  - 자격조건 - * 65세 이하 까지   *직업 무관하며 미소득증빙대상 가능  *4대보험 미가입자  *주거래 이용고객이 아니어도 가능 *2~4금융 기대출 보유  *최근 타사 심사 승인거절 이력    (※추가자금만 별도로 진행 가능)   -접수신청 ☎ 02-392-0479  ARS로 접수가진행되며 안내음성에 따라 번호를 남겨주시면 순차적으로 상담원이 해피콜 드립니다. 상담시간  평일 09:30 ~18:00  ※제공되는 개인정보는 상담종료 후 즉시 폐기 됩니다.  무료거부 0808504600",sns 스팸
809,spam,(광고)【kbstar.금융】 국민이 살아야 나라가 삽니다.  찜통더위가 여름의 시작으로 다가옵니다. 더워지는 날씨에도 고객님의 안녕을 바라는 마음으로  단비와 같은 정부지원을 통해 고객님의 채무를 보다 유리한 조건에서  변제해 나갈 수 있는 통합대환상품 안내 입니다.  ｛상품내용｝ *대환한도 :3천  ~  1억원 *추가한도 :2천  ~  5천만원 * 금   리  :연 3.28% ~ 6.89% *대출기간 : 3년 ~ 10년 원리금 균등상환  *대출자격 -만20세이상의 내국인 누구나 가능 -당사 및 타사의 기대출 보유 고객님 -4대보험 미가입자나 소득증빙이 안돼시는 분도  대환이나 추가대출 신청이 가능 하십니다. (※이미 신용불량이시거나 연체정보가 많으신분은 진행이 어려우십니다.)  ｛신청 접수｝ ☏02-392-0479 접수상담시간 :평일 09:30 ~ 18:00 상담자가 많으니 ARS접수로 안내음성에따라 상담받으실 연락처를 남겨주세요. 접수 순서에 따라 상담사가 조속히 연락 드리겠습니다.  ※본 상품은 심사과정의 단순한 조회만으로는 고객님의 신용등급에 영향을 미치지 않습니다.   무료거부 0808817403,sns 스팸
810,spam,"(광고) ""『KBstar.금융』이 온 국민의 경제적 안정에  디딤돌이 되겠습니다.""  가정과 개인의 안정적인 생계와 경제적 기반을위해 정부가 추가지원으로 신청이 가능한 대환상품 안내 해드립니다.     ［상품내용］  -한도- *대환 : 2천만원  ~  1억 5천만원 *추가 : 5백만원  ~  2천 5백만원 *금 리 :연 2.65% ~ 5.75% *대출기간 : 10년만기 원금 자유상환  -대상자- *만19세이상 직업무관 *실직 또는 휴직자 및 4대보험 미가입자 *미소득증빙 대상  (※이미 신용불량이시거나 연체정보가 많으신분은 진행이 어려우십니다)  ｛신청 접수｝ ☏02-6349-0432 접수상담시간 :평일 09:30 ~ 18:00 상담자가 많으니 ARS접수 순서에 따라 상담사가 조속히 연락 드리겠습니다.  ※본 상품은 심사과정의 단순한 조회만으로는 고객님의 신용등급에 영향을 미치지 않습니다  무료수신거부 0808506545",sns 스팸
811,spam,"(광고) KB저축은행  ""『KB.금융』에서 고객님들께 유용한 상품을 안내드립니다.""     ［상품 내용］ 본상품은 정부가 현실적인 소비지출을 장려하기위해  예산을 지원하여 간단한절차만으로 기존의부채를  낮은금리로 전환이 가능한 대환상품입니다.  -한도- *대환 : 2천만원  ~  1억 5천만원 *생계 : 5백만원  ~  2천만원 *금 리 :연 2.3%  ~  5.15% *대출기간 : 5년, 7년 만기 (상환유예기간 추가 1년) *상환방식 :원금 자유상환,만기일시  -대상자- - 20세이상 직업무관 - 휴직자 및 4대보험 미가입자 - 경영유지에 긴급자금이 필요하신 영세 자영업자  ※과다연체자 ,신불자는 제외대상  ［신청 접수］ ☏ 02-6349-0432 접수상담 :평일 09:30 ~ 18:00 상담자가 많으니 ARS 음성 안내에 따라 연락처를 남겨 주세요.  ※본 상품은 심사과정의 단순한 조회만으로는 고객님의 신용등급에 영향을 미치지 않습니다  무료수신거부 0808506545",sns 스팸
812,spam,"(광고) [M.G새마을.금고] (신규대-출안내) *금리인하상품* 10월20일까지 신청고객님께 최대.한도 9천만원까지 15년동안 최저1,4%사용가능, 접수자가 많으니 빠른 지원 바랍니다.  무료거부 0801565100",sns 스팸
